51,Jeff George ,WAS ,QB,23,42,54.8,21.0,168,4.0,84.0,0,3,6,14.3,17,0,0,6,34.6
52,Tommy Maddox ,PIT ,QB,7,9,77.8,3.0,154,17.1,51.3,1,1,4,44.4,57,4,2,1,116.2
53,A.J. Feeley ,PHI ,QB,10,14,71.4,14.0,143,10.2,143.0,2,1,8,57.1,27,2,0,0,114.0
54,Matt Lytle ,CAR ,QB,17,30,56.7,10.0,133,4.4,44.3,1,3,5,16.7,28,1,0,3,39.3
55,Kent Graham ,WAS ,QB,13,19,68.4,6.3,131,6.9,43.7,2,0,9,47.4,16,0,0,2,122.9
56,Brock Huard ,SEA ,QB,9,17,52.9,17.0,127,7.5,127.0,1,0,6,35.3,44,2,1,1,96.9
57,Kelly Holcomb ,CLE ,QB,7,12,58.3,12.0,114,9.5,114.0,1,0,5,41.7,25,3,0,0,118.1
58,Chad Pennington ,NYJ ,QB,10,20,50.0,10.0,92,4.6,46.0,1,0,5,25.0,24,1,0,1,79.6
59,Jarious Jackson ,DEN ,QB,7,12,58.3,12.0,73,6.1,73.0,0,0,5,41.7,19,0,0,1,76.0
60,David Patten ,NE ,WR,1,2,50.0,0.1,60,30.0,3.8,1,1,1,50.0,60T ,1,1,0,95.8
61,Mark Rypien ,IND ,QB,5,9,55.6,2.2,57,6.3,14.2,0,0,4,44.4,21,1,0,1,74.8
62,Koy Detmer ,PHI ,QB,5,14,35.7,0.9,51,3.6,3.2,0,1,2,14.3,16,0,0,1,17.3
62,Az-Zahir Hakim ,STL ,WR,1,1,100.0,0.1,51,51.0,3.2,1,0,1,100.0,51T ,1,1,0,158.3
64,Ray Lucas ,MIA ,QB,2,3,66.7,0.3,45,15.0,4.5,0,0,2,66.7,28,1,0,0,109.7
65,Todd Collins ,KC ,QB,3,4,75.0,4.0,40,10.0,40.0,0,0,1,25.0,26,1,0,0,106.2
65,Tony Gonzalez ,KC ,TE,1,1,100.0,0.1,40,40.0,2.5,0,0,1,100.0,40,1,1,0,118.8
65,Chris Mohr ,ATL ,P,2,2,100.0,0.1,40,20.0,2.5,0,0,1,50.0,42,1,1,0,118.8
68,Ken Dilger ,IND ,TE,1,1,100.0,0.1,39,39.0,2.4,1,0,1,100.0,39T ,1,0,0,158.3
69,Scott Mitchell ,CIN ,QB,4,12,33.3,12.0,38,3.2,38.0,0,3,2,16.7,16,0,0,2,3.5
70,Akili Smith ,CIN ,QB,5,8,62.5,4.0,37,4.6,18.5,0,0,3,37.5,14,0,0,1,73.4
71,Marty Booker ,CHI ,WR,1,2,50.0,0.1,34,17.0,2.1,1,0,1,50.0,34T ,1,0,0,135.4
71,Dameyune Craig ,CAR ,QB,4,8,50.0,4.0,34,4.3,17.0,0,0,2,25.0,18,0,0,2,61.5
71,Marques Tuiasosopo ,OAK ,QB,3,4,75.0,4.0,34,8.5,34.0,0,0,1,25.0,15,0,0,0,100.0
74,Jerome Bettis ,PIT ,RB,1,2,50.0,0.2,32,16.0,2.9,1,0,1,50.0,32T ,1,0,0,135.4
75,Kevin Lockett ,WAS ,WR,1,1,100.0,0.1,31,31.0,1.9,1,0,1,100.0,31T ,1,0,0,158.3
76,Randy Moss ,MIN ,WR,1,1,100.0,0.1,29,29.0,1.8,0,0,1,100.0,29,1,0,0,118.8
77,Brad Maynard ,CHI ,P,1,1,100.0,0.1,27,27.0,1.7,1,0,1,100.0,27T ,1,0,0,158.3
78,Kevin Faulk ,NE ,RB,1,1,100.0,0.1,23,23.0,1.5,0,0,1,100.0,23,1,0,0,118.8
78,Doug Johnson ,ATL ,QB,3,5,60.0,1.7,23,4.6,7.7,1,0,3,60.0,14,0,0,2,110.8
80,Jamie Martin ,STL ,QB,3,3,100.0,0.6,22,7.3,4.4,0,0,2,66.7,10,0,0,2,97.2
81,Tim Rattay ,SF ,QB,2,2,100.0,0.7,21,10.5,7.0,0,0,1,50.0,20,1,0,0,110.4
81,Frank Wycheck ,TEN ,TE,1,1,100.0,0.1,21,21.0,1.3,0,0,1,100.0,21,1,0,0,118.8
83,Leon Johnson ,CHI ,RB,1,1,100.0,0.1,18,18.0,1.5,0,0,1,100.0,18,0,0,0,118.8
83,Curtis Martin ,NYJ ,RB,1,1,100.0,0.1,18,18.0,1.1,1,0,1,100.0,18T ,0,0,0,158.3
85,Deuce McAllister ,NO ,RB,1,2,50.0,0.1,12,6.0,0.8,1,0,1,50.0,12T ,0,0,0,108.3
86,Tom Tupa ,NYJ ,QB,1,1,100.0,0.1,9,9.0,0.6,0,0,1,100.0,9,0,0,0,104.2
87,Mark Royals ,TB ,P,1,1,100.0,0.1,5,5.0,0.3,0,0,0,0.0,5,0,0,0,87.5
88,Mitch Berger ,MIN ,P,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,0,0,0,0,39.6
88,Jeff Blake ,NO ,QB,0,1,0.0,1.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,39.6
88,Corey Dillon ,CIN ,HB,0,1,0.0,0.1,0,0.0,0.0,0,1,0,0.0,0,0,0,0,0.0
88,Marshall Faulk ,STL ,RB,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,0,0,0,0,39.6
88,Jeff Feagles ,SEA ,P,0,2,0.0,0.1,0,0.0,0.0,0,0,0,0.0,0,0,0,0,39.6
88,Martin Gramatica ,TB ,K,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,0,0,0,0,39.6
88,Mike Green ,TEN ,RB,0,2,0.0,0.1,0,0.0,0.0,0,2,0,0.0,0,0,0,0,0.0
88,Craig Hentrich ,TEN ,P,0,2,0.0,0.1,0,0.0,0.0,0,1,0,0.0,0,0,0,0,0.0
88,Joe Horn ,NO ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,0,0,0,0,39.6
88,Richard Huntley ,CAR ,RB,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,0,0,0,1,39.6
88,LaMont Jordan ,NYJ ,RB,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,0,0,0,0,39.6
88,Micah Knorr ,DAL ,P,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,0,0,0,0,39.6
88,Eric Metcalf ,WAS ,WR,0,0,-- ,0.0,0,-- ,0.0,0,0,0,-- ,-- ,0,0,1,0.0
