Rk,Player,Team,Pos,Comp,Att,Pct,Att/G,Yds,Avg,Yds/G,TD,Int,1st,1st%,Lng,20+,40+,Sck,Rate
1,Tom Brady ,NE ,QB,334,530,63.0,33.1,"4,110",7.8,256.9,26,14,193,36.4,71,59,9,26,92.3
2,Trent Green ,KC ,QB,317,507,62.5,31.7,"4,014",7.9,250.9,17,10,182,35.9,60T ,51,11,32,90.1
3,Brett Favre ,GB ,QB,372,607,61.3,37.9,"3,881",6.4,242.6,20,29,202,33.3,59,40,7,24,70.9
4,Carson Palmer ,CIN ,QB,345,509,67.8,31.8,"3,836",7.5,239.8,32,12,197,38.7,70T ,43,9,19,101.1
5,Eli Manning ,NYG ,QB,294,557,52.8,34.8,"3,762",6.8,235.1,24,17,172,30.9,78T ,49,8,28,75.9
6,Kerry Collins ,OAK ,QB,302,565,53.5,37.7,"3,759",6.7,250.6,20,12,181,32.0,79,49,6,39,77.3
7,Peyton Manning ,IND ,QB,305,453,67.3,28.3,"3,747",8.3,234.2,28,10,197,43.5,80T ,45,6,17,104.1
8,Drew Bledsoe ,DAL ,QB,300,499,60.1,31.2,"3,639",7.3,227.4,23,17,177,35.5,71T ,42,9,49,83.7
9,Drew Brees ,SD ,QB,323,500,64.6,31.2,"3,576",7.2,223.5,24,15,182,36.4,54,46,4,27,89.2
10,Matt Hasselbeck ,SEA ,QB,294,449,65.5,28.1,"3,459",7.7,216.2,24,9,182,40.5,56,41,7,24,98.2
11,Jake Delhomme ,CAR ,QB,262,435,60.2,27.2,"3,421",7.9,213.8,24,16,153,35.2,80T ,44,13,28,88.1
12,Jake Plummer ,DEN ,QB,277,456,60.7,28.5,"3,366",7.4,210.4,18,7,162,35.5,72,44,8,22,90.2
13,Steve McNair ,TEN ,QB,292,476,61.3,34.0,"3,161",6.6,225.8,16,11,164,34.5,57,29,7,20,82.4
14,Mark Brunell ,WAS ,QB,262,454,57.7,28.4,"3,050",6.7,190.6,23,10,154,33.9,78T ,36,9,27,85.9
15,Gus Frerotte ,MIA ,QB,257,494,52.0,30.9,"2,996",6.1,187.2,18,13,142,28.7,60T ,39,8,26,71.9
16,Aaron Brooks ,NO ,QB,240,431,55.7,33.2,"2,882",6.7,221.7,13,17,145,33.6,66,38,4,33,70.0
17,Kurt Warner ,ARI ,QB,242,375,64.5,37.5,"2,713",7.2,271.3,11,9,134,35.7,63,37,4,23,85.8
18,Donovan McNabb ,PHI ,QB,211,357,59.1,39.7,"2,507",7.0,278.6,16,9,116,32.5,91T ,27,6,19,85.0
19,David Carr ,HOU ,QB,256,423,60.5,26.4,"2,488",5.9,155.5,14,11,135,31.9,53T ,18,2,68,77.2
20,Michael Vick ,ATL ,QB,214,387,55.3,25.8,"2,412",6.2,160.8,15,13,126,32.6,58,27,3,33,73.1
